buyer_id,sale_id,buyer_type,payment_mode,loan_taken,loan_provider,loan_amount
2104,L00019,Investor,UPI,False,,0
2105,L00949,Investor,Cash,True,ICICI,3752753
2106,L00815,End User,Bank Transfer,True,Axis,7234611
2107,L00596,End User,UPI,False,,0
2108,L00062,End User,Cash,False,,0
2109,L00273,Investor,Cash,True,ICICI,5562063
2110,L01126,Investor,Bank Transfer,False,,0
2111,L00279,End User,Bank Transfer,False,,0
2112,L00842,Investor,Cash,True,SBI,9196366
2113,L00369,End User,UPI,True,PNB,4534192
2114,L00887,Investor,Cheque,False,,0
2115,L01015,End User,Bank Transfer,True,PNB,5966311
2116,L00860,End User,Cheque,False,,0
2117,L00721,End User,Cheque,True,ICICI,6333415
2118,L00826,End User,Cheque,False,,0
2119,L00548,End User,Cash,False,,0
2120,L00880,Investor,UPI,True,HDFC,8690221
2121,L00900,Investor,Cheque,True,PNB,7860877
2122,L00457,Investor,Bank Transfer,True,ICICI,3477264
2123,L00394,Investor,Cash,False,,0
2124,L00676,End User,UPI,True,PNB,9083296
2125,L00912,End User,Cash,True,Axis,5084956
2126,L00965,End User,Cash,True,SBI,9371428
2127,L00376,Investor,Cash,True,Axis,4211941
2128,L00413,End User,Bank Transfer,False,,0
2129,L00075,Investor,Bank Transfer,True,Axis,4609098
2130,L01122,End User,Cheque,True,HDFC,3257008
2131,L00863,End User,UPI,True,SBI,5657026
2132,L00501,End User,Cheque,False,,0
2133,L00942,Investor,Cash,False,,0
2134,L00617,End User,Bank Transfer,True,PNB,9473807
2135,L00115,Investor,Cash,False,,0
2136,L00418,End User,Bank Transfer,False,,0
2137,L00602,Investor,Cash,True,Axis,2641081
2138,L00605,Investor,Cash,False,,0
2139,L00090,End User,Cheque,True,SBI,3682032
2140,L01149,Investor,Cash,False,,0
2141,L00499,End User,Bank Transfer,False,,0
2142,L00876,End User,UPI,False,,0
2143,L00927,End User,Cheque,True,Axis,3862436
2144,L00999,End User,Bank Transfer,True,PNB,8489381
2145,L00012,End User,Cheque,False,,0
2146,L00397,End User,Cheque,False,,0
2147,L00755,Investor,Cheque,True,HDFC,5239971
2148,L00556,End User,Cheque,True,Axis,2991171
2149,L00043,Investor,Cash,True,HDFC,2418473
2150,L00168,Investor,Bank Transfer,True,SBI,3508772
2151,L00417,End User,Cash,True,ICICI,8765081
2152,L00577,End User,Cheque,False,,0
2153,L00268,Investor,Cash,True,ICICI,2790707
2154,L00808,Investor,Cheque,True,PNB,6882994
2155,L00427,Investor,Cash,False,,0
2156,L00691,End User,Cheque,True,SBI,8572981
2157,L00545,Investor,UPI,True,SBI,5824971
2158,L01123,Investor,UPI,False,,0
2159,L00675,Investor,Cash,False,,0
2160,L00690,End User,Bank Transfer,False,,0
2161,L01179,End User,Cheque,False,,0
2162,L00866,End User,Cash,True,HDFC,9071912
2163,L00102,End User,UPI,True,Axis,8474258
2164,L00440,Investor,Cash,True,Axis,6259289
2165,L00059,Investor,Cheque,True,PNB,9067776
2166,L01121,End User,Cash,True,Axis,4667501
2167,L00324,Investor,Cash,True,ICICI,7675631
2168,L00975,End User,Cheque,True,ICICI,6396374
2169,L00412,End User,Cash,False,,0
2170,L00856,Investor,Bank Transfer,False,,0
2171,L00821,End User,UPI,False,,0
2172,L00045,Investor,UPI,True,Axis,8575958
2173,L00050,End User,UPI,True,PNB,5932938
2174,L00850,Investor,Cash,True,Axis,7108015
2175,L00241,End User,Cash,False,,0
2176,L00171,End User,UPI,True,SBI,1209352
2177,L00524,Investor,Cheque,False,,0
2178,L00766,End User,UPI,True,SBI,3382210
2179,L00839,End User,Bank Transfer,True,Axis,9352234
2180,L00424,End User,Bank Transfer,True,SBI,1222623
2181,L00381,End User,Cash,True,ICICI,2205282
2182,L00610,Investor,UPI,True,SBI,4842169
2183,L00677,Investor,Cash,False,,0
2184,L00345,End User,UPI,True,ICICI,7303459
2185,L00110,End User,Cheque,True,PNB,2079006
2186,L00278,End User,Bank Transfer,True,SBI,2776356
2187,L00678,Investor,Bank Transfer,True,Axis,4773812
2188,L00571,Investor,Bank Transfer,False,,0
2189,L00359,End User,Cheque,False,,0
2190,L00599,End User,Cheque,True,Axis,3800770
2191,L00391,End User,Bank Transfer,False,,0
2192,L00894,End User,UPI,True,Axis,6396360
2193,L00693,Investor,Cheque,False,,0
2194,L00728,Investor,Cheque,False,,0
2195,L00363,End User,Bank Transfer,False,,0
2196,L00597,End User,Cheque,False,,0
2197,L00428,Investor,UPI,False,,0
2198,L00071,End User,Cash,False,,0
2199,L00322,End User,Cheque,False,,0
2200,L00653,End User,Bank Transfer,False,,0
2201,L01066,Investor,UPI,True,Axis,5068721
2202,L00108,Investor,Cheque,False,,0
2203,L01109,Investor,Cheque,False,,0
2204,L00356,End User,Cheque,True,SBI,6895017
2205,L00951,End User,UPI,False,,0
2206,L00343,Investor,Bank Transfer,True,SBI,7540269
2207,L00355,Investor,Cash,True,Axis,9077718
2208,L00024,Investor,Bank Transfer,False,,0
2209,L00044,End User,Cheque,True,Axis,7877222
2210,L00244,Investor,Cheque,False,,0
2211,L00738,End User,Cheque,False,,0
2212,L01136,End User,UPI,True,Axis,3852123
2213,L00368,Investor,UPI,True,Axis,9448983
2214,L00164,End User,Bank Transfer,True,PNB,9809308
2215,L01116,End User,Bank Transfer,True,Axis,1126713
2216,L00333,End User,Cash,False,,0
2217,L00989,End User,Cheque,False,,0
2218,L01173,End User,Cash,False,,0
2219,L01002,End User,Cheque,True,ICICI,6808526
2220,L00378,Investor,UPI,True,PNB,8473348
2221,L00310,Investor,Bank Transfer,True,SBI,987710
2222,L00156,End User,UPI,True,Axis,2292750
2223,L00211,Investor,Cash,False,,0
2224,L00087,End User,Cash,True,ICICI,1644473
2225,L00169,End User,Cash,True,PNB,4118313
2226,L00995,Investor,Cash,True,ICICI,1110007
2227,L00052,Investor,Cash,False,,0
2228,L00439,Investor,Cash,False,,0
2229,L00550,Investor,Bank Transfer,False,,0
2230,L00491,End User,Bank Transfer,False,,0
2231,L00426,End User,Cash,True,SBI,8657262
2232,L00136,End User,UPI,False,,0
2233,L01192,End User,UPI,False,,0
2234,L00055,Investor,Cheque,True,SBI,6557237
2235,L00079,End User,Bank Transfer,False,,0
2236,L00431,Investor,Bank Transfer,False,,0
2237,L00185,End User,Cheque,True,HDFC,1958315
2238,L00057,Investor,Cheque,True,ICICI,1799925
2239,L00943,End User,Cash,False,,0
2240,L00851,End User,Cash,True,Axis,9919334
2241,L01164,End User,Bank Transfer,True,SBI,4468033
2242,L00219,End User,Cash,True,PNB,8677013
2243,L00845,End User,UPI,False,,0
2244,L00114,Investor,Cheque,False,,0
2245,L00549,End User,Cash,True,Axis,9926398
2246,L01019,Investor,Cheque,True,Axis,6874309
2247,L01073,End User,Cheque,False,,0
2248,L00175,Investor,Cash,True,ICICI,5616634
2249,L01023,Investor,Cash,True,HDFC,4989873
2250,L00616,Investor,Cash,True,HDFC,7166662
2251,L00514,End User,Cash,True,ICICI,4173068
2252,L00462,End User,Cash,False,,0
2253,L00287,End User,UPI,True,HDFC,3557753
2254,L00382,End User,UPI,False,,0
2255,L01008,Investor,Bank Transfer,False,,0
2256,L00671,End User,Cheque,True,Axis,3913456
2257,L00535,End User,UPI,False,,0
2258,L00910,End User,Cash,False,,0
2259,L00293,End User,Cheque,True,ICICI,9590240
2260,L00124,Investor,Bank Transfer,True,ICICI,7814128
2261,L00583,Investor,Bank Transfer,False,,0
2262,L00141,Investor,Bank Transfer,False,,0
2263,L00736,End User,Cheque,True,SBI,4777686
2264,L00082,Investor,Cash,False,,0
2265,L00882,End User,UPI,False,,0
2266,L00740,End User,Cash,False,,0
2267,L01102,Investor,Bank Transfer,False,,0
2268,L00909,Investor,UPI,True,Axis,9417213
2269,L01167,End User,Bank Transfer,False,,0
2270,L00937,End User,Cheque,False,,0
2271,L00372,Investor,UPI,True,ICICI,3779469
2272,L00890,End User,Cash,False,,0
2273,L00157,Investor,UPI,False,,0
2274,L00992,End User,Cash,True,ICICI,933837
2275,L00622,Investor,Bank Transfer,False,,0
2276,L01038,End User,Cheque,True,PNB,7565449
2277,L00245,End User,Cash,True,PNB,3562979
2278,L00159,Investor,Cheque,True,HDFC,5374756
2279,L00746,End User,Cheque,True,PNB,8036455
2280,L00193,End User,Cheque,True,HDFC,955302
2281,L00534,End User,UPI,False,,0
2282,L00904,End User,Cash,True,HDFC,4150668
2283,L01004,End User,Cash,True,ICICI,9801573
2284,L01070,End User,Bank Transfer,False,,0
2285,L00414,End User,UPI,False,,0
2286,L01187,End User,Bank Transfer,False,,0
2287,L00328,End User,Bank Transfer,True,SBI,4179781
2288,L00129,Investor,Cheque,True,HDFC,9018001
2289,L00695,Investor,Bank Transfer,True,HDFC,9461713
2290,L00631,End User,Cash,False,,0
2291,L00275,End User,Cash,False,,0
2292,L01148,Investor,UPI,False,,0
2293,L00309,End User,Cash,True,ICICI,3077656
2294,L00234,End User,UPI,True,HDFC,8443085
2295,L01048,Investor,Cash,True,Axis,796875
2296,L00623,Investor,Bank Transfer,True,Axis,3381793
2297,L00644,Investor,UPI,True,SBI,7094152
2298,L00479,End User,Bank Transfer,False,,0
2299,L00472,End User,Cash,True,ICICI,4077813
2300,L00926,Investor,UPI,False,,0
2301,L01098,End User,Bank Transfer,True,SBI,3013479
2302,L00627,End User,Cash,True,PNB,7714578
2303,L00395,End User,UPI,False,,0
2304,L00637,End User,Bank Transfer,True,SBI,5202536
2305,L00768,End User,Cheque,True,HDFC,2560455
2306,L00533,End User,UPI,True,ICICI,9248282
2307,L00718,End User,Cash,True,HDFC,3326402
2308,L00667,Investor,Cash,True,ICICI,6564858
2309,L00598,Investor,Cheque,True,SBI,3033133
2310,L00482,End User,Cash,True,PNB,1608455
2311,L01103,Investor,Cash,True,Axis,5363539
2312,L00315,End User,Cheque,False,,0
2313,L00729,End User,Bank Transfer,False,,0
2314,L00210,End User,Bank Transfer,False,,0
2315,L00934,Investor,Bank Transfer,True,Axis,8759034
2316,L00434,Investor,Cash,True,HDFC,7429330
2317,L00329,Investor,UPI,False,,0
2318,L00261,Investor,UPI,False,,0
2319,L01117,End User,Cheque,False,,0
2320,L00307,Investor,Cheque,False,,0
2321,L01067,Investor,Cash,False,,0
2322,L00928,Investor,Cheque,False,,0
2323,L01025,Investor,Cash,True,PNB,2701595
2324,L00271,End User,UPI,False,,0
2325,L00291,End User,Cheque,False,,0
2326,L00813,End User,Cheque,True,SBI,6919660
2327,L00097,End User,Cheque,True,PNB,2465741
2328,L00888,End User,Cash,False,,0
2329,L00819,End User,Cheque,True,PNB,7126478
2330,L00032,Investor,UPI,False,,0
2331,L00763,Investor,Cheque,True,ICICI,1182836
2332,L00954,End User,Cash,True,PNB,5997320
2333,L00320,End User,Cheque,True,ICICI,4854153
2334,L00299,End User,Cheque,True,Axis,4207103
2335,L00200,End User,UPI,True,SBI,4383039
2336,L00561,Investor,UPI,False,,0
2337,L00179,Investor,Bank Transfer,True,SBI,4391562
2338,L01132,Investor,Cheque,True,SBI,1962806
2339,L00089,Investor,Cheque,True,Axis,6235629
2340,L00788,End User,Cheque,True,Axis,7825174
2341,L00725,Investor,Cash,False,,0
2342,L00827,End User,Bank Transfer,True,ICICI,3335512
2343,L00209,Investor,Cash,False,,0
2344,L01040,End User,Cash,False,,0
2345,L00297,Investor,Cash,True,SBI,5820519
2346,L00998,End User,Bank Transfer,True,Axis,5442837
2347,L00498,End User,Cheque,False,,0
2348,L00835,Investor,Cheque,True,SBI,9588986
2349,L00430,Investor,Cheque,False,,0
2350,L00507,Investor,Bank Transfer,False,,0
2351,L00831,Investor,Cash,True,PNB,3606827
2352,L00694,Investor,UPI,True,HDFC,2109889
2353,L00011,Investor,Bank Transfer,True,Axis,1088270
2354,L00848,Investor,Cheque,False,,0
2355,L00463,End User,Cheque,False,,0
2356,L00199,Investor,UPI,True,ICICI,7116527
2357,L00060,Investor,Cheque,True,PNB,9122377
2358,L00907,Investor,UPI,False,,0
2359,L00997,End User,Cheque,False,,0
2360,L00276,Investor,UPI,True,HDFC,7481243
2361,L00809,Investor,Bank Transfer,False,,0
2362,L00908,End User,UPI,True,SBI,2415097
2363,L00658,End User,UPI,True,ICICI,6133443
2364,L00957,End User,Cheque,True,Axis,9419443
2365,L00886,End User,UPI,True,ICICI,2086863
2366,L00221,End User,Cheque,True,HDFC,2661755
2367,L00789,Investor,UPI,False,,0
2368,L00712,End User,Cheque,False,,0
2369,L00714,Investor,UPI,True,HDFC,4890225
2370,L01113,End User,Cheque,True,Axis,8469001
2371,L01191,Investor,Cheque,False,,0
2372,L00790,End User,Cheque,False,,0
2373,L00416,Investor,Bank Transfer,True,Axis,2220524
2374,L00899,End User,UPI,False,,0
2375,L00935,End User,Cash,True,Axis,1964851
2376,L00266,End User,Cheque,False,,0
2377,L00632,End User,Cash,False,,0
2378,L00248,End User,Cheque,False,,0
2379,L00683,Investor,Cheque,False,,0
2380,L00559,End User,Cash,True,ICICI,3596252
2381,L01137,End User,Bank Transfer,True,HDFC,6780228
2382,L00968,Investor,Bank Transfer,True,ICICI,3888807
2383,L01005,End User,UPI,True,HDFC,9664832
2384,L00985,Investor,Bank Transfer,False,,0
2385,L00295,Investor,Cash,False,,0
2386,L00520,End User,Bank Transfer,False,,0
2387,L00771,End User,UPI,False,,0
2388,L00084,End User,Bank Transfer,False,,0
2389,L00232,Investor,Cash,False,,0
2390,L00621,End User,Cheque,True,HDFC,6519999
2391,L00334,Investor,Cash,False,,0
2392,L00130,End User,Cash,True,PNB,6451001
2393,L01012,Investor,Bank Transfer,True,HDFC,8362189
2394,L00645,End User,Bank Transfer,True,Axis,7065461
2395,L00974,Investor,UPI,True,HDFC,4607939
2396,L00383,End User,Bank Transfer,False,,0
2397,L00868,Investor,Bank Transfer,True,ICICI,6707668
2398,L00543,Investor,Bank Transfer,False,,0
2399,L01194,End User,UPI,False,,0
2400,L00875,End User,Cheque,True,HDFC,551399
2401,L00332,Investor,Bank Transfer,False,,0
2402,L00410,End User,UPI,True,ICICI,3871754
2403,L00077,End User,Cheque,True,PNB,9156220
2404,L00869,Investor,Bank Transfer,False,,0
2405,L00139,End User,UPI,True,SBI,4251489
2406,L00544,End User,Cheque,False,,0
2407,L00674,Investor,Bank Transfer,False,,0
2408,L00921,End User,UPI,True,SBI,7803210
2409,L00064,End User,UPI,False,,0
2410,L00142,Investor,Cash,True,Axis,1341007
2411,L00717,End User,Cheque,True,HDFC,9576831
2412,L00377,End User,Cheque,True,ICICI,9926225
2413,L00364,Investor,Cash,True,ICICI,8371035
2414,L00140,Investor,Cheque,True,ICICI,7692774
2415,L00885,End User,Cheque,True,ICICI,1202358
2416,L01042,End User,UPI,True,PNB,3262012
2417,L00225,Investor,Bank Transfer,True,HDFC,2862929
2418,L00515,End User,Cheque,True,PNB,3140885
2419,L00267,End User,Cheque,True,PNB,9677617
2420,L01170,Investor,Bank Transfer,False,,0
2421,L00487,End User,Cheque,True,ICICI,9367333
2422,L00353,Investor,Cash,True,PNB,8523928
2423,L01006,Investor,Bank Transfer,True,PNB,1353255
2424,L00618,Investor,UPI,False,,0
2425,L00668,End User,Bank Transfer,False,,0
2426,L00775,Investor,UPI,True,SBI,1749389
2427,L00554,End User,UPI,False,,0
2428,L00576,End User,UPI,True,Axis,2546053
2429,L00915,End User,Bank Transfer,True,ICICI,2813451
2430,L00466,Investor,UPI,False,,0
2431,L00591,End User,Cash,False,,0
2432,L00765,Investor,UPI,False,,0
2433,L00635,Investor,Cash,True,Axis,5436422
2434,L00838,Investor,Cash,True,Axis,7730398
2435,L00290,Investor,UPI,False,,0
2436,L00040,End User,UPI,False,,0
2437,L00031,End User,Cash,False,,0
2438,L00243,End User,Cash,False,,0
2439,L00429,Investor,UPI,False,,0
2440,L00137,Investor,Bank Transfer,True,ICICI,3080776
2441,L01101,Investor,Bank Transfer,False,,0
2442,L00865,End User,UPI,False,,0
2443,L00004,End User,Bank Transfer,False,,0
2444,L00833,Investor,Cash,False,,0
2445,L00603,Investor,Cash,False,,0
2446,L01034,End User,Cash,False,,0
2447,L00655,End User,Bank Transfer,False,,0
2448,L00844,Investor,Cash,False,,0
2449,L00784,End User,UPI,True,SBI,3874190
2450,L01074,Investor,Cheque,True,PNB,9934008
2451,L00443,End User,Bank Transfer,True,HDFC,4003211
2452,L01178,Investor,UPI,False,,0
2453,L00436,End User,Cash,True,ICICI,5739084
2454,L01169,Investor,UPI,False,,0
2455,L00101,Investor,Bank Transfer,False,,0
2456,L00773,Investor,UPI,False,,0
2457,L00495,Investor,UPI,True,Axis,4887558
2458,L01028,End User,Bank Transfer,False,,0
2459,L00807,Investor,Bank Transfer,True,PNB,4073828
2460,L01142,Investor,Bank Transfer,True,HDFC,4875558
2461,L00846,Investor,UPI,True,PNB,6136238
2462,L00987,End User,UPI,False,,0
2463,L00228,End User,Bank Transfer,False,,0
2464,L01193,End User,UPI,False,,0
2465,L00672,Investor,Cheque,True,HDFC,6019852
2466,L00859,Investor,Bank Transfer,False,,0
2467,L00925,Investor,Cash,False,,0
2468,L00067,Investor,Cheque,False,,0
2469,L00068,End User,Cash,True,PNB,1740442
2470,L00817,End User,Cash,True,SBI,8113121
2471,L00212,End User,Cash,True,ICICI,5475643
2472,L00013,End User,Cheque,False,,0
2473,L00494,Investor,Cheque,True,PNB,5830509
2474,L01165,End User,UPI,True,PNB,9554003
2475,L00300,Investor,Cheque,False,,0
2476,L00411,End User,Cash,False,,0
2477,L00757,End User,Cheque,False,,0
2478,L01075,Investor,Cash,True,PNB,9131732
2479,L00696,End User,UPI,True,HDFC,6264610
2480,L01151,End User,Bank Transfer,False,,0
2481,L00724,End User,UPI,False,,0
2482,L01016,Investor,Cheque,True,SBI,4556680
2483,L00528,End User,Cash,False,,0
2484,L00600,End User,Cash,True,ICICI,7343474
2485,L01120,End User,UPI,False,,0
2486,L00567,Investor,Cash,True,PNB,3447944
2487,L00731,End User,UPI,False,,0
2488,L00274,End User,Cash,True,SBI,9826607
2489,L00967,Investor,Cheque,False,,0
2490,L00238,End User,Cash,True,ICICI,8235333
2491,L00406,Investor,UPI,True,ICICI,4622518
2492,L00003,Investor,Cheque,True,PNB,9349374
2493,L00007,Investor,Cheque,False,,0
2494,L00312,Investor,UPI,True,HDFC,5272956
2495,L01091,Investor,UPI,False,,0
2496,L00452,Investor,Cash,True,HDFC,9937394
2497,L00722,End User,Cheque,False,,0
2498,L00216,Investor,Cheque,True,SBI,9731286
2499,L01086,End User,UPI,False,,0
2500,L00028,Investor,Cash,True,SBI,2112898
2501,L01158,Investor,Cheque,True,Axis,5731732
2502,L00362,End User,Cash,False,,0
2503,L00823,End User,Cheque,False,,0
2504,L00781,Investor,UPI,False,,0
2505,L00629,Investor,Cash,False,,0
2506,L00454,End User,Bank Transfer,True,HDFC,3558784
2507,L00739,End User,Cash,True,SBI,8529693
2508,L00536,Investor,Cash,True,PNB,4025965
2509,L01050,End User,Bank Transfer,True,Axis,7103723
2510,L00399,End User,UPI,True,ICICI,2331435
2511,L00257,Investor,UPI,True,Axis,1328339
2512,L00292,Investor,UPI,False,,0
2513,L00026,End User,Cash,False,,0
2514,L00337,End User,Bank Transfer,False,,0
2515,L00585,End User,Cheque,False,,0
2516,L00048,Investor,Bank Transfer,False,,0
2517,L00319,End User,Cash,False,,0
2518,L00107,Investor,UPI,True,HDFC,6350196
2519,L00799,End User,Bank Transfer,True,PNB,9175097
2520,L00056,End User,Cheque,False,,0
2521,L00523,Investor,Cheque,True,ICICI,1962717
2522,L00214,End User,Cash,False,,0
2523,L00121,Investor,Bank Transfer,True,HDFC,5643841
2524,L00918,Investor,UPI,True,Axis,1729018
2525,L01068,End User,Cheque,False,,0
2526,L01118,End User,Cheque,False,,0
2527,L00073,Investor,UPI,True,ICICI,4662943
2528,L00948,Investor,Cheque,True,Axis,5576753
2529,L00747,Investor,Cash,True,PNB,7302813
2530,L00716,Investor,Bank Transfer,True,HDFC,1932505
2531,L00558,Investor,Bank Transfer,True,HDFC,6071017
2532,L01082,Investor,Cheque,False,,0
2533,L01046,Investor,Cheque,False,,0
2534,L00553,End User,Cash,True,Axis,8624955
2535,L00562,End User,UPI,True,HDFC,3204350
2536,L00425,End User,UPI,True,HDFC,5384558
2537,L01014,Investor,Cheque,False,,0
2538,L00326,Investor,UPI,True,PNB,3903491
2539,L00924,Investor,Cash,False,,0
2540,L00317,Investor,UPI,True,PNB,601453
2541,L00804,End User,UPI,True,SBI,7512020
2542,L01163,End User,Cash,False,,0
2543,L00529,Investor,Bank Transfer,True,Axis,4592797
2544,L00837,Investor,Bank Transfer,True,HDFC,2024341
2545,L00715,Investor,Bank Transfer,True,ICICI,5883102
2546,L00901,Investor,Cheque,True,SBI,5122000
2547,L00061,Investor,UPI,True,SBI,6794314
2548,L00723,End User,UPI,False,,0
2549,L00093,Investor,Cash,True,SBI,2977723
2550,L00858,End User,Cheque,False,,0
2551,L00619,End User,Cash,True,ICICI,3233917
2552,L00352,Investor,Cash,False,,0
2553,L00933,Investor,Bank Transfer,True,Axis,8659821
2554,L00281,End User,Cash,False,,0
2555,L00421,Investor,Cheque,False,,0
2556,L01115,End User,Cheque,True,Axis,8867966
2557,L00360,End User,Cheque,False,,0
2558,L00423,Investor,Cheque,False,,0
2559,L00679,Investor,Cheque,True,PNB,7589132
2560,L00527,End User,Bank Transfer,False,,0
2561,L00478,End User,Cash,True,SBI,9453542
2562,L01095,Investor,UPI,False,,0
2563,L00183,End User,Bank Transfer,False,,0
2564,L01092,End User,Cheque,True,SBI,8399023
2565,L00433,End User,Cheque,False,,0
2566,L00111,Investor,Cheque,True,Axis,1292436
2567,L00371,End User,UPI,False,,0
2568,L00240,End User,Cash,False,,0
2569,L00709,End User,Cash,True,ICICI,9079839
2570,L00630,End User,UPI,False,,0
2571,L00594,Investor,Cash,False,,0
2572,L00486,Investor,UPI,False,,0
2573,L00701,Investor,Bank Transfer,True,HDFC,9076521
2574,L00262,Investor,Bank Transfer,True,ICICI,1492610
2575,L00480,Investor,Bank Transfer,False,,0
2576,L00650,Investor,UPI,False,,0
2577,L00340,Investor,Cheque,False,,0
2578,L00669,Investor,Cash,True,Axis,3883218
2579,L00552,End User,Cheque,False,,0
2580,L00459,End User,Cheque,True,PNB,8549201
2581,L00184,Investor,UPI,False,,0
2582,L00138,Investor,Cash,True,HDFC,7107374
2583,L01161,Investor,Bank Transfer,False,,0
2584,L00707,Investor,Cash,True,Axis,7428770
2585,L00582,End User,Cheque,True,PNB,5912937
2586,L00081,Investor,Cheque,True,ICICI,1433518
2587,L00769,End User,Cheque,False,,0
2588,L00870,End User,UPI,False,,0
2589,L00762,Investor,Cash,False,,0
2590,L00030,End User,Bank Transfer,True,Axis,3247241
2591,L00542,Investor,UPI,False,,0
2592,L00166,End User,Cash,False,,0
2593,L00249,Investor,Cash,False,,0
2594,L00308,End User,Cheque,False,,0
2595,L00448,End User,Cheque,False,,0
2596,L00347,End User,Cheque,False,,0
2597,L00335,End User,Bank Transfer,True,HDFC,1056659
2598,L00286,Investor,Cash,True,ICICI,9880374
2599,L00950,Investor,UPI,False,,0
2600,L00098,End User,Bank Transfer,True,PNB,9646285
2601,L00468,Investor,Cash,False,,0
2602,L01037,End User,Cheque,False,,0
2603,L00913,End User,Cheque,True,ICICI,4585719
2604,L00756,End User,Bank Transfer,True,PNB,2546386
2605,L00945,Investor,Bank Transfer,True,SBI,4107567
2606,L00614,End User,Cheque,True,HDFC,5390631
2607,L00802,Investor,Cash,False,,0
2608,L00758,Investor,UPI,True,ICICI,5525794
2609,L00689,Investor,Cash,False,,0
2610,L00066,Investor,Cash,True,ICICI,7227915
2611,L00794,Investor,Bank Transfer,False,,0
2612,L00744,End User,Cheque,False,,0
2613,L00568,End User,Bank Transfer,False,,0
2614,L01084,Investor,Cash,False,,0
2615,L01099,End User,Cash,True,Axis,3392171
2616,L00303,End User,Bank Transfer,False,,0
2617,L00255,End User,UPI,True,PNB,1011768
2618,L00959,Investor,Cheque,False,,0
2619,L01024,Investor,Cash,False,,0
2620,L00313,Investor,UPI,False,,0
2621,L00530,Investor,UPI,False,,0
2622,L00222,Investor,Cash,False,,0
2623,L00389,Investor,Cheque,False,,0
2624,L00236,Investor,Bank Transfer,True,Axis,3572464
2625,L00810,End User,UPI,True,Axis,9486472
2626,L00483,End User,Cheque,True,PNB,9769821
2627,L00713,End User,UPI,True,SBI,8295567
2628,L00306,Investor,Bank Transfer,True,ICICI,3593354
2629,L01111,End User,Cheque,False,,0
2630,L01090,End User,Cheque,True,Axis,5273627
2631,L00772,Investor,UPI,False,,0
2632,L00917,Investor,Cash,True,ICICI,1416461
2633,L01139,End User,Cheque,False,,0
2634,L00250,End User,Cash,True,SBI,3591171
2635,L00760,End User,Bank Transfer,False,,0
2636,L00595,Investor,Bank Transfer,False,,0
2637,L00072,End User,Cash,True,Axis,1935362
2638,L00095,End User,UPI,True,SBI,8489362
2639,L00546,Investor,UPI,False,,0
2640,L00034,Investor,UPI,True,ICICI,6120063
2641,L00862,Investor,Cheque,True,Axis,5110627
2642,L00579,Investor,Cheque,True,Axis,2016523
2643,L00449,End User,Cash,True,SBI,7612443
2644,L00446,Investor,Cash,False,,0
2645,L00260,Investor,Cash,True,HDFC,9739071
2646,L00205,End User,UPI,True,PNB,5715359
2647,L00573,End User,Cash,False,,0
2648,L00824,Investor,Cash,True,ICICI,6934166
2649,L00586,Investor,UPI,True,ICICI,2966909
2650,L00366,End User,Cash,True,SBI,3217370
2651,L00812,Investor,Cash,False,,0
2652,L00078,End User,Cheque,False,,0
2653,L00085,End User,UPI,False,,0
2654,L00539,Investor,UPI,False,,0
2655,L00083,End User,UPI,False,,0
2656,L00458,Investor,Cheque,False,,0
2657,L01138,End User,UPI,True,PNB,3721079
2658,L00615,Investor,Cheque,True,PNB,873770
2659,L01186,Investor,Bank Transfer,True,Axis,3031276
2660,L01076,Investor,UPI,True,SBI,2729031
2661,L00737,End User,Cash,True,ICICI,955005
2662,L00437,End User,UPI,False,,0
2663,L00555,End User,Bank Transfer,True,HDFC,569320
2664,L01080,Investor,UPI,False,,0
2665,L01062,Investor,Cheque,True,Axis,1101107
2666,L00351,End User,UPI,True,HDFC,960248
2667,L00197,Investor,Bank Transfer,False,,0
2668,L00465,End User,Bank Transfer,True,SBI,2456763
2669,L00589,End User,Bank Transfer,False,,0
2670,L00006,Investor,UPI,False,,0
2671,L00311,Investor,UPI,False,,0
2672,L00662,End User,UPI,True,HDFC,8390723
2673,L00405,End User,UPI,True,SBI,9926769
2674,L01196,Investor,Cheque,False,,0
2675,L01044,Investor,Cash,False,,0
2676,L01058,End User,Cheque,False,,0
2677,L00105,End User,Cheque,True,PNB,6802166
2678,L00537,End User,Cash,True,Axis,1017605
2679,L00606,Investor,UPI,False,,0
2680,L00063,Investor,Cheque,False,,0
2681,L00282,Investor,Cheque,False,,0
2682,L01056,End User,Cash,True,ICICI,844722
2683,L00239,End User,Cheque,False,,0
2684,L00224,Investor,Cash,True,Axis,2439015
2685,L00146,Investor,Bank Transfer,True,PNB,5602643
2686,L01119,Investor,Cheque,True,HDFC,1867200
2687,L00374,End User,Cash,True,ICICI,925266
2688,L00119,End User,Cash,True,Axis,3757715
2689,L00803,Investor,Cheque,False,,0
2690,L00251,End User,Cheque,True,ICICI,7260724
2691,L01157,End User,Cheque,True,HDFC,5204472
2692,L00010,End User,Bank Transfer,False,,0
2693,L00450,End User,Cash,False,,0
2694,L00874,Investor,Cheque,True,HDFC,7888519
2695,L00390,Investor,Cash,False,,0
2696,L00966,Investor,Bank Transfer,False,,0
2697,L00461,End User,Cash,False,,0
2698,L01147,End User,UPI,False,,0
2699,L00145,Investor,UPI,True,PNB,3447505
2700,L00502,Investor,UPI,True,ICICI,5942028
