attribute_id,listing_id,bedrooms,bathrooms,floor_number,total_floors,year_built,is_rented,tenant_count,furnishing_status,metro_distance_km,parking_available,power_backup
4898,L04898,1,2,6.0,18,1994,True,3,Semi-Furnished,14.8,True,True
4899,L04899,2,1,9.0,10,2017,False,0,Unfurnished,8.1,False,True
4900,L04900,5,1,0.0,8,1995,True,2,Unfurnished,1.78,True,True
4901,L04901,2,3,6.0,26,2000,True,4,Furnished,1.6,True,False
4902,L04902,4,1,17.0,29,1997,False,0,Semi-Furnished,7.91,False,True
4903,L04903,2,1,6.0,10,2000,False,0,Unfurnished,8.8,False,True
4904,L04904,2,1,2.0,17,2009,True,0,Unfurnished,2.41,True,True
4905,L04905,3,2,0.0,2,2011,True,1,Semi-Furnished,2.38,True,True
4906,L04906,4,4,4.0,6,2001,True,3,Furnished,13.74,True,True
4907,L04907,2,1,4.0,5,1994,False,0,Unfurnished,12.68,False,True
4908,L04908,5,2,22.0,28,2023,True,2,Unfurnished,0.25,True,False
4909,L04909,2,2,4.0,5,2023,True,4,Unfurnished,11.22,False,False
4910,L04910,1,1,15.0,18,2019,False,0,Furnished,7.95,False,False
4911,L04911,3,2,15.0,26,2012,True,2,Furnished,9.71,False,True
4912,L04912,1,3,11.0,20,2014,False,0,Semi-Furnished,0.6900000000000001,False,False
4913,L04913,4,4,17.0,27,1995,True,1,Unfurnished,6.62,True,True
4914,L04914,4,3,10.0,12,2018,True,4,Furnished,7.15,True,False
4915,L04915,3,4,0.0,7,2010,True,3,Unfurnished,2.01,True,False
4916,L04916,2,2,2.0,3,1996,True,1,Semi-Furnished,13.95,True,False
4917,L04917,4,1,5.0,10,1998,True,1,Semi-Furnished,0.28,True,True
4918,L04918,5,1,5.0,34,1990,True,2,Semi-Furnished,1.5,False,True
4919,L04919,3,2,17.0,25,2020,True,2,Semi-Furnished,8.58,True,False
4920,L04920,1,1,18.0,35,2009,True,2,Furnished,0.16,True,True
4921,L04921,5,2,3.0,16,2017,False,0,Semi-Furnished,14.91,True,False
4922,L04922,3,3,0.0,2,2008,True,3,Semi-Furnished,0.54,False,True
4923,L04923,5,2,1.0,24,1990,False,0,Furnished,9.5,True,False
4924,L04924,3,2,2.0,10,2018,False,0,Unfurnished,5.49,False,True
4925,L04925,1,3,24.0,38,1999,True,0,Unfurnished,1.78,True,True
4926,L04926,2,3,3.0,22,2012,True,4,Furnished,12.96,False,False
4927,L04927,3,2,21.0,26,2007,False,0,Semi-Furnished,8.23,True,True
4928,L04928,4,3,27.0,39,2018,False,0,Semi-Furnished,10.1,True,False
4929,L04929,1,4,5.0,27,2017,True,0,Furnished,11.82,False,False
4930,L04930,1,3,27.0,29,1996,True,0,Unfurnished,8.33,True,True
4931,L04931,5,1,31.0,38,2020,False,0,Semi-Furnished,3.86,True,False
4932,L04932,4,3,18.0,20,1991,False,0,Unfurnished,4.75,True,False
4933,L04933,5,3,8.0,27,2004,False,0,Unfurnished,12.4,True,False
4934,L04934,1,2,3.0,20,2011,False,0,Furnished,11.81,True,True
4935,L04935,3,3,6.0,19,2000,False,0,Semi-Furnished,0.32,True,False
4936,L04936,4,4,3.0,20,2008,True,3,Furnished,8.72,True,False
4937,L04937,1,2,22.0,35,1995,False,0,Semi-Furnished,11.32,False,False
4938,L04938,4,4,1.0,2,1998,False,0,Unfurnished,1.6,False,True
4939,L04939,3,1,9.0,30,2018,False,0,Furnished,9.24,False,True
4940,L04940,2,2,5.0,34,1992,False,0,Semi-Furnished,7.05,False,False
4941,L04941,5,2,7.0,22,2002,False,0,Furnished,3.34,False,True
4942,L04942,5,1,2.0,3,2004,False,0,Furnished,9.6,True,True
4943,L04943,1,1,4.0,6,1994,False,0,Furnished,4.5600000000000005,False,True
4944,L04944,1,4,12.0,15,1994,True,1,Semi-Furnished,3.08,True,False
4945,L04945,3,3,21.0,27,1991,False,0,Unfurnished,6.79,True,True
4946,L04946,1,2,1.0,10,2019,False,0,Semi-Furnished,9.06,False,True
4947,L04947,1,2,3.0,9,2017,False,0,Unfurnished,6.54,False,False
4948,L04948,1,4,32.0,33,2021,True,4,Furnished,13.67,False,False
4949,L04949,4,2,14.0,32,2009,True,4,Unfurnished,13.51,True,True
4950,L04950,4,1,1.0,6,2009,True,3,Furnished,5.6,True,True
4951,L04951,2,2,9.0,36,2018,False,0,Semi-Furnished,3.25,False,True
4952,L04952,4,3,0.0,2,2021,True,1,Furnished,13.51,False,True
4953,L04953,5,1,4.0,29,2006,True,2,Unfurnished,6.31,True,True
4954,L04954,2,4,2.0,4,1997,False,0,Unfurnished,4.73,False,True
4955,L04955,1,4,0.0,1,2010,False,0,Furnished,14.38,False,False
4956,L04956,5,2,10.0,19,2012,False,0,Unfurnished,7.44,True,True
4957,L04957,2,1,7.0,26,2016,True,2,Semi-Furnished,13.13,True,True
4958,L04958,2,1,20.0,25,1995,True,4,Unfurnished,0.24,True,True
4959,L04959,5,1,7.0,10,1997,True,3,Furnished,0.92,True,False
4960,L04960,2,2,13.0,15,1994,False,0,Furnished,7.24,True,False
4961,L04961,5,2,5.0,22,2022,False,0,Unfurnished,9.82,True,True
4962,L04962,2,4,14.0,21,1990,False,0,Furnished,7.24,False,True
4963,L04963,2,3,14.0,22,2013,False,0,Furnished,7.16,True,True
4964,L04964,2,1,13.0,36,2021,False,0,Furnished,5.02,False,True
4965,L04965,5,2,20.0,34,2022,True,2,Furnished,6.9,False,False
4966,L04966,2,2,11.0,30,1991,False,0,Furnished,12.52,True,False
4967,L04967,4,3,19.0,25,2006,True,1,Semi-Furnished,11.45,True,False
4968,L04968,4,2,0.0,28,1999,True,2,Furnished,3.52,False,True
4969,L04969,4,2,0.0,1,1991,False,0,Furnished,10.81,True,False
4970,L04970,4,2,2.0,4,2001,False,0,Semi-Furnished,10.29,False,True
4971,L04971,4,1,6.0,7,2019,True,0,Unfurnished,2.09,False,True
4972,L04972,1,3,6.0,9,2004,True,0,Furnished,12.97,False,True
4973,L04973,2,4,26.0,36,2012,True,2,Furnished,1.0,True,True
4974,L04974,3,3,2.0,19,2007,False,0,Furnished,0.17,True,False
4975,L04975,1,3,0.0,1,2020,True,2,Semi-Furnished,12.1,False,False
4976,L04976,5,4,8.0,10,2018,False,0,Furnished,9.76,True,True
4977,L04977,1,4,31.0,36,2003,False,0,Semi-Furnished,2.93,False,False
4978,L04978,3,2,5.0,9,2012,False,0,Furnished,10.89,False,False
4979,L04979,1,2,7.0,32,2014,True,0,Unfurnished,13.2,True,True
4980,L04980,2,2,23.0,32,2017,True,3,Semi-Furnished,2.73,True,True
4981,L04981,4,1,2.0,6,2019,True,3,Unfurnished,5.09,True,True
4982,L04982,2,1,9.63627358490566,38,2016,True,1,Semi-Furnished,12.34,True,False
4983,L04983,1,3,10.0,17,1997,True,4,Semi-Furnished,11.46,True,False
4984,L04984,3,1,6.0,10,2008,True,2,Semi-Furnished,9.13,True,True
4985,L04985,5,1,1.0,27,1990,False,0,Semi-Furnished,5.91,True,False
4986,L04986,2,4,3.0,35,2009,True,0,Unfurnished,6.29,True,True
4987,L04987,3,2,8.0,21,2019,True,0,Furnished,6.54,True,False
4988,L04988,5,4,12.0,25,2018,False,0,Unfurnished,13.87,True,True
4989,L04989,4,2,12.0,28,1997,True,2,Furnished,7.88,True,False
4990,L04990,2,3,14.0,15,2003,True,3,Unfurnished,7.71,False,True
4991,L04991,2,4,1.0,4,1992,True,0,Unfurnished,5.5600000000000005,False,False
4992,L04992,4,2,22.0,29,1992,True,0,Semi-Furnished,9.62,True,True
4993,L04993,4,4,6.0,9,2003,False,0,Semi-Furnished,8.35,True,True
4994,L04994,1,4,22.0,27,2010,True,1,Semi-Furnished,9.85,False,True
4995,L04995,5,2,16.0,26,2016,False,0,Unfurnished,14.12,False,False
4996,L04996,3,1,7.0,19,2017,False,0,Semi-Furnished,12.1,True,False
4997,L04997,4,4,17.0,28,2017,False,0,Semi-Furnished,1.04,True,True
4998,L04998,1,3,14.0,17,1994,True,0,Unfurnished,14.75,False,False
4999,L04999,5,1,14.0,20,1999,False,0,Unfurnished,3.74,True,False
5000,L05000,5,4,9.63627358490566,39,1998,True,2,Furnished,9.69,False,True
5001,L05001,2,3,1.0,23,2009,True,2,Semi-Furnished,9.35,False,False
5002,L05002,1,3,15.0,32,2018,True,3,Semi-Furnished,0.77,False,True
5003,L05003,1,2,28.0,33,2018,True,2,Semi-Furnished,14.8,True,False
5004,L05004,2,1,4.0,5,2017,False,0,Furnished,6.52,True,True
5005,L05005,3,1,22.0,34,2000,True,4,Semi-Furnished,12.18,True,False
5006,L05006,4,2,5.0,11,2010,False,0,Unfurnished,5.8100000000000005,False,True
5007,L05007,2,4,0.0,3,2012,True,0,Furnished,5.67,False,False
5008,L05008,4,4,4.0,33,2018,True,4,Furnished,10.02,False,False
5009,L05009,1,3,3.0,11,2004,False,0,Unfurnished,5.18,False,False
5010,L05010,2,3,7.0,16,2006,False,0,Semi-Furnished,6.51,False,True
5011,L05011,3,3,10.0,18,2013,False,0,Semi-Furnished,7.18,True,True
5012,L05012,4,3,13.0,30,2009,True,3,Unfurnished,6.53,True,True
5013,L05013,4,2,7.0,10,2000,False,0,Unfurnished,4.7,False,False
5014,L05014,4,4,16.0,18,2019,True,3,Semi-Furnished,11.93,True,False
5015,L05015,1,3,1.0,38,2009,True,1,Unfurnished,12.05,True,True
5016,L05016,4,1,2.0,19,2011,True,1,Unfurnished,11.68,True,False
5017,L05017,5,3,9.63627358490566,36,2013,True,0,Semi-Furnished,0.4,False,False
5018,L05018,4,3,9.0,13,2003,False,0,Furnished,7.8100000000000005,False,False
5019,L05019,1,4,0.0,3,2002,False,0,Unfurnished,12.14,False,False
5020,L05020,2,3,6.0,10,1990,True,2,Semi-Furnished,0.2,False,False
5021,L05021,4,2,26.0,38,2016,False,0,Semi-Furnished,3.65,True,True
5022,L05022,4,4,0.0,1,2002,False,0,Semi-Furnished,7.98,False,True
5023,L05023,2,4,4.0,27,1997,False,0,Furnished,5.74,True,False
5024,L05024,5,3,3.0,8,2007,False,0,Unfurnished,11.84,False,True
5025,L05025,1,2,16.0,17,2023,True,1,Unfurnished,8.36,True,True
5026,L05026,2,4,3.0,9,1995,True,0,Furnished,10.5,False,False
5027,L05027,1,1,5.0,6,2016,False,0,Semi-Furnished,0.55,False,False
5028,L05028,2,3,4.0,25,2007,True,1,Furnished,2.14,False,False
5029,L05029,3,4,1.0,39,1998,False,0,Furnished,7.66,False,True
5030,L05030,5,3,13.0,28,2004,True,3,Unfurnished,12.38,True,True
5031,L05031,3,1,23.0,33,2012,True,0,Unfurnished,1.12,False,False
5032,L05032,2,3,17.0,37,1992,True,3,Semi-Furnished,0.39,False,True
5033,L05033,2,3,7.0,9,1998,False,0,Unfurnished,9.75,True,True
5034,L05034,1,2,10.0,18,2011,False,0,Furnished,6.89,False,False
5035,L05035,2,2,15.0,21,2012,True,4,Furnished,4.52,True,True
5036,L05036,1,1,1.0,2,2009,True,4,Semi-Furnished,2.29,False,False
5037,L05037,1,2,3.0,38,1996,True,3,Furnished,4.48,False,True
5038,L05038,2,4,32.0,36,2006,False,0,Furnished,4.03,True,False
5039,L05039,1,2,13.0,37,1992,True,3,Furnished,0.89,False,True
5040,L05040,5,4,11.0,15,1996,True,2,Semi-Furnished,9.05,False,True
5041,L05041,3,1,23.0,28,2002,True,2,Semi-Furnished,12.84,False,False
5042,L05042,2,1,9.0,18,2012,False,0,Unfurnished,10.93,True,False
5043,L05043,1,3,31.0,34,1993,False,0,Unfurnished,9.3,True,False
5044,L05044,1,4,18.0,22,1998,False,0,Furnished,4.5600000000000005,True,True
5045,L05045,1,3,3.0,11,1995,True,4,Furnished,7.95,False,False
5046,L05046,1,3,3.0,13,2007,True,2,Unfurnished,4.18,False,False
5047,L05047,5,3,0.0,4,2012,False,0,Furnished,2.35,False,False
5048,L05048,2,4,2.0,22,2020,True,3,Unfurnished,1.51,True,True
5049,L05049,2,2,0.0,7,2009,False,0,Unfurnished,1.34,True,False
5050,L05050,5,4,3.0,24,1996,True,1,Semi-Furnished,7.01,True,True
5051,L05051,5,2,1.0,4,2001,False,0,Unfurnished,10.84,True,True
5052,L05052,5,4,25.0,28,1993,True,1,Semi-Furnished,7.08,True,True
5053,L05053,2,1,14.0,15,2001,False,0,Semi-Furnished,8.93,True,False
5054,L05054,4,1,0.0,1,2004,False,0,Semi-Furnished,8.54,True,False
5055,L05055,3,2,2.0,3,1991,True,0,Semi-Furnished,4.66,True,True
5056,L05056,5,3,10.0,14,2000,True,4,Semi-Furnished,13.82,True,True
5057,L05057,5,3,9.63627358490566,38,2022,False,0,Unfurnished,11.06,False,False
5058,L05058,2,3,0.0,1,2003,True,2,Furnished,10.86,True,True
5059,L05059,2,3,5.0,38,2016,True,1,Unfurnished,7.66,False,False
5060,L05060,3,4,30.0,38,1993,True,0,Semi-Furnished,2.93,False,False
5061,L05061,1,1,7.0,21,2009,True,1,Furnished,6.51,True,True
5062,L05062,2,4,12.0,29,1991,False,0,Semi-Furnished,3.44,True,True
5063,L05063,3,4,3.0,5,1993,False,0,Unfurnished,2.92,True,False
5064,L05064,2,4,3.0,10,2013,True,2,Unfurnished,1.6099999999999999,True,True
5065,L05065,2,2,4.0,28,1998,True,2,Semi-Furnished,4.09,False,True
5066,L05066,2,1,9.0,21,2008,True,1,Semi-Furnished,10.15,False,False
5067,L05067,4,2,4.0,7,1997,True,4,Unfurnished,11.64,False,True
5068,L05068,4,3,0.0,3,2017,False,0,Furnished,14.03,True,False
5069,L05069,5,1,9.0,20,2002,True,4,Semi-Furnished,7.48,True,False
5070,L05070,4,2,4.0,19,1997,True,1,Unfurnished,9.87,False,True
5071,L05071,3,2,18.0,35,2003,True,4,Semi-Furnished,14.17,True,True
5072,L05072,2,4,2.0,4,1999,False,0,Furnished,10.11,True,True
5073,L05073,4,2,3.0,5,2009,False,0,Furnished,10.69,True,True
5074,L05074,2,2,0.0,1,1990,False,0,Furnished,11.73,False,False
5075,L05075,1,3,3.0,4,2001,True,2,Semi-Furnished,3.74,True,False
5076,L05076,5,3,11.0,12,2009,True,3,Unfurnished,11.62,True,False
5077,L05077,4,2,22.0,27,2001,True,1,Semi-Furnished,13.39,False,False
5078,L05078,2,2,15.0,23,2001,True,3,Semi-Furnished,1.09,True,False
5079,L05079,1,2,4.0,25,2018,False,0,Semi-Furnished,13.62,False,False
5080,L05080,5,4,16.0,21,1992,False,0,Furnished,4.6,False,False
5081,L05081,5,4,13.0,24,1996,False,0,Furnished,12.91,True,True
5082,L05082,1,4,11.0,25,2012,False,0,Semi-Furnished,0.85,False,True
5083,L05083,4,3,12.0,32,2002,False,0,Semi-Furnished,13.87,False,False
5084,L05084,4,1,20.0,32,2000,True,3,Semi-Furnished,4.83,False,True
5085,L05085,2,4,4.0,5,2014,True,4,Unfurnished,11.62,False,True
5086,L05086,3,4,21.0,36,2009,True,1,Semi-Furnished,1.4100000000000001,False,True
5087,L05087,2,2,29.0,39,2016,True,2,Furnished,12.16,True,True
5088,L05088,2,4,6.0,16,1995,True,4,Furnished,5.33,True,True
5089,L05089,2,1,4.0,33,1995,False,0,Unfurnished,13.38,True,True
5090,L05090,1,3,17.0,21,1998,True,0,Unfurnished,7.78,False,True
5091,L05091,5,4,1.0,9,2010,True,3,Unfurnished,13.63,True,True
5092,L05092,5,3,4.0,6,2007,False,0,Furnished,7.82,False,False
5093,L05093,3,4,0.0,35,1990,False,0,Furnished,13.07,True,True
5094,L05094,4,3,9.63627358490566,39,2001,False,0,Semi-Furnished,7.68,False,False
5095,L05095,2,3,16.0,22,1990,False,0,Semi-Furnished,6.58,True,True
5096,L05096,1,4,2.0,5,2017,False,0,Furnished,11.41,False,True
5097,L05097,1,4,9.0,23,2013,True,1,Unfurnished,5.44,True,False
5098,L05098,2,3,6.0,17,2008,True,1,Furnished,11.15,True,True
5099,L05099,1,1,10.0,12,2003,True,3,Furnished,6.72,True,True
5100,L05100,1,1,11.0,23,2003,False,0,Unfurnished,2.88,True,True
5101,L05101,2,1,5.0,16,2015,True,1,Furnished,14.64,False,False
5102,L05102,3,1,2.0,3,2005,True,3,Furnished,4.17,False,False
5103,L05103,1,4,14.0,30,2013,True,1,Unfurnished,5.46,True,False
5104,L05104,5,2,20.0,22,2021,True,1,Furnished,7.96,True,True
5105,L05105,5,3,7.0,9,1995,False,0,Semi-Furnished,12.04,True,False
5106,L05106,5,1,5.0,29,2019,False,0,Furnished,6.9,False,False
5107,L05107,2,1,27.0,37,2012,False,0,Unfurnished,3.69,True,True
5108,L05108,5,2,3.0,23,2008,True,0,Unfurnished,10.31,False,True
5109,L05109,4,2,10.0,13,2014,False,0,Semi-Furnished,11.69,True,False
5110,L05110,1,4,16.0,32,2014,True,0,Unfurnished,12.11,False,False
5111,L05111,3,3,1.0,23,1991,True,2,Unfurnished,8.1,False,False
5112,L05112,5,3,5.0,17,1999,True,0,Furnished,10.35,True,True
5113,L05113,2,2,3.0,21,2016,False,0,Semi-Furnished,5.24,True,True
5114,L05114,3,2,0.0,2,1997,False,0,Furnished,2.26,True,False
5115,L05115,2,2,15.0,37,2022,False,0,Furnished,2.37,True,False
5116,L05116,3,4,1.0,6,2008,False,0,Semi-Furnished,0.74,True,False
5117,L05117,3,3,7.0,18,2019,True,1,Unfurnished,3.59,False,True
5118,L05118,1,2,14.0,30,2023,True,2,Semi-Furnished,9.93,False,True
5119,L05119,3,1,15.0,22,2003,True,3,Unfurnished,13.64,True,True
5120,L05120,4,3,0.0,33,2009,True,1,Unfurnished,11.91,False,False
5121,L05121,4,3,26.0,30,2012,False,0,Furnished,11.52,False,False
5122,L05122,4,1,9.0,17,2004,False,0,Furnished,13.65,False,False
5123,L05123,2,1,6.0,32,1991,False,0,Furnished,3.5,False,False
5124,L05124,1,3,9.0,14,2013,True,0,Unfurnished,0.98,True,True
5125,L05125,2,3,0.0,10,2013,True,1,Semi-Furnished,6.36,True,False
5126,L05126,5,2,11.0,36,2020,True,1,Semi-Furnished,5.71,True,True
5127,L05127,4,4,14.0,34,2005,False,0,Unfurnished,9.0,False,True
5128,L05128,1,4,2.0,9,1993,False,0,Furnished,7.29,True,True
5129,L05129,4,2,18.0,28,2023,True,0,Unfurnished,11.25,False,True
5130,L05130,1,1,9.0,11,2004,True,1,Semi-Furnished,11.97,True,False
5131,L05131,2,1,13.0,14,2008,True,3,Furnished,8.7,False,True
5132,L05132,2,1,25.0,39,2008,False,0,Semi-Furnished,3.2,False,True
5133,L05133,4,1,4.0,19,2009,False,0,Semi-Furnished,13.19,False,True
5134,L05134,3,2,3.0,15,2018,False,0,Furnished,4.04,False,True
5135,L05135,1,3,5.0,28,2004,True,0,Furnished,11.5,True,False
5136,L05136,5,2,17.0,24,2009,True,0,Semi-Furnished,7.67,True,False
5137,L05137,3,1,5.0,8,2021,False,0,Furnished,8.39,True,True
5138,L05138,2,2,3.0,9,2002,True,0,Furnished,2.5,True,True
5139,L05139,1,4,27.0,33,1996,False,0,Unfurnished,8.6,False,True
5140,L05140,3,4,0.0,33,2005,True,1,Unfurnished,12.54,True,False
5141,L05141,5,1,12.0,19,1999,False,0,Unfurnished,6.61,False,True
5142,L05142,3,2,2.0,3,1991,False,0,Furnished,4.92,False,True
5143,L05143,5,4,2.0,10,2007,True,1,Unfurnished,4.11,False,True
5144,L05144,2,3,0.0,1,2023,True,0,Semi-Furnished,7.14,False,True
5145,L05145,1,1,16.0,29,2010,True,0,Unfurnished,3.77,False,True
5146,L05146,2,2,24.0,34,2010,False,0,Semi-Furnished,6.64,True,False
5147,L05147,1,1,9.0,13,1990,True,2,Semi-Furnished,7.51,False,False
5148,L05148,3,4,0.0,1,2004,False,0,Unfurnished,2.64,False,True
5149,L05149,2,3,15.0,34,1999,True,0,Unfurnished,12.85,False,False
5150,L05150,1,4,20.0,29,2014,False,0,Furnished,10.84,True,True
5151,L05151,5,1,12.0,13,2021,False,0,Furnished,12.28,True,False
5152,L05152,1,3,19.0,29,2020,True,4,Unfurnished,12.96,False,False
5153,L05153,2,2,9.63627358490566,39,1999,True,4,Semi-Furnished,7.69,False,True
5154,L05154,2,4,7.0,24,1992,True,0,Unfurnished,13.27,True,True
5155,L05155,3,3,11.0,26,2011,True,4,Furnished,8.97,False,True
5156,L05156,5,1,14.0,17,1991,False,0,Furnished,14.41,True,True
5157,L05157,1,2,3.0,7,2012,True,0,Semi-Furnished,6.5,True,False
5158,L05158,2,1,11.0,13,2013,True,2,Furnished,11.69,True,False
5159,L05159,1,1,3.0,5,2021,True,2,Unfurnished,5.32,True,False
5160,L05160,4,2,17.0,26,2022,False,0,Semi-Furnished,2.0,True,True
5161,L05161,5,3,1.0,3,2016,True,2,Unfurnished,12.96,False,False
5162,L05162,5,3,3.0,7,2002,False,0,Semi-Furnished,10.51,False,True
5163,L05163,4,2,24.0,39,2018,False,0,Semi-Furnished,8.78,False,True
5164,L05164,5,2,0.0,1,2014,False,0,Unfurnished,14.27,True,True
5165,L05165,4,1,10.0,17,2008,False,0,Furnished,11.85,True,True
5166,L05166,1,1,21.0,25,1990,False,0,Furnished,1.18,True,True
5167,L05167,4,4,1.0,3,2005,True,1,Semi-Furnished,0.74,True,True
5168,L05168,3,2,1.0,15,1997,True,2,Semi-Furnished,8.7,True,False
5169,L05169,4,4,12.0,29,1996,False,0,Furnished,6.9,False,False
5170,L05170,1,2,13.0,32,2010,True,3,Semi-Furnished,0.86,True,False
5171,L05171,5,4,5.0,26,2000,True,1,Furnished,1.56,False,False
5172,L05172,3,1,11.0,16,2015,True,2,Furnished,5.19,False,True
5173,L05173,4,1,6.0,25,2004,False,0,Unfurnished,6.47,True,True
5174,L05174,1,3,3.0,28,1995,True,1,Unfurnished,10.86,True,False
5175,L05175,3,4,6.0,9,1993,True,2,Furnished,11.54,True,True
5176,L05176,3,2,0.0,1,2008,True,0,Furnished,8.05,False,True
5177,L05177,3,4,12.0,29,2010,True,2,Unfurnished,2.2800000000000002,False,True
5178,L05178,4,1,10.0,22,2007,True,3,Furnished,5.4,False,False
5179,L05179,1,3,7.0,16,2004,False,0,Furnished,12.13,False,True
5180,L05180,1,4,2.0,7,1991,False,0,Semi-Furnished,13.71,False,True
5181,L05181,1,1,2.0,14,2020,True,0,Unfurnished,4.64,False,False
5182,L05182,2,2,1.0,29,1995,False,0,Unfurnished,0.93,True,False
5183,L05183,5,3,17.0,19,2008,False,0,Unfurnished,4.22,False,False
5184,L05184,1,1,9.0,19,2004,False,0,Semi-Furnished,12.34,False,True
5185,L05185,2,2,0.0,2,2022,True,4,Unfurnished,6.03,False,False
5186,L05186,2,4,12.0,15,2015,False,0,Unfurnished,2.08,False,False
5187,L05187,3,2,1.0,3,2019,True,1,Unfurnished,10.34,True,False
5188,L05188,5,2,7.0,11,2000,True,3,Furnished,12.49,False,True
5189,L05189,3,2,21.0,30,1990,False,0,Semi-Furnished,9.53,True,False
5190,L05190,5,3,3.0,18,2003,True,3,Furnished,11.73,False,True
5191,L05191,3,1,0.0,2,1999,True,0,Unfurnished,12.7,True,True
5192,L05192,4,1,31.0,32,2006,True,1,Semi-Furnished,4.19,True,True
5193,L05193,5,2,5.0,8,2000,False,0,Furnished,10.4,False,False
5194,L05194,2,4,13.0,22,2004,True,4,Semi-Furnished,12.29,True,True
5195,L05195,2,4,1.0,6,2001,False,0,Unfurnished,0.28,True,False
5196,L05196,5,1,0.0,12,1992,False,0,Semi-Furnished,12.22,False,True
5197,L05197,3,4,8.0,36,2011,False,0,Unfurnished,10.62,False,False
5198,L05198,4,2,0.0,15,2015,True,3,Semi-Furnished,8.35,False,False
5199,L05199,4,1,3.0,28,2012,True,1,Unfurnished,0.16,False,False
5200,L05200,1,1,6.0,18,2005,True,4,Unfurnished,1.46,False,True
5201,L05201,5,4,0.0,2,1992,False,0,Semi-Furnished,5.38,True,False
5202,L05202,4,1,9.0,13,2019,False,0,Furnished,2.81,False,True
5203,L05203,3,3,2.0,15,2002,False,0,Unfurnished,2.75,True,False
5204,L05204,3,2,7.0,20,1997,True,1,Unfurnished,4.61,False,False
5205,L05205,2,3,2.0,29,2013,False,0,Unfurnished,0.22,True,False
5206,L05206,4,1,7.0,29,1994,False,0,Furnished,1.81,False,False
5207,L05207,4,4,0.0,3,1996,True,0,Unfurnished,6.43,False,False
5208,L05208,3,3,17.0,19,2016,True,0,Furnished,10.07,True,True
5209,L05209,2,3,0.0,3,2001,False,0,Unfurnished,7.04,True,False
5210,L05210,4,3,3.0,14,2014,False,0,Semi-Furnished,14.71,True,True
5211,L05211,3,4,2.0,4,2022,True,3,Semi-Furnished,0.58,False,True
5212,L05212,2,4,8.0,11,2004,True,2,Unfurnished,10.37,False,False
5213,L05213,2,1,18.0,31,2020,False,0,Unfurnished,9.73,True,True
5214,L05214,3,4,11.0,32,2000,True,4,Semi-Furnished,10.28,True,True
5215,L05215,2,3,26.0,27,1995,True,0,Furnished,6.31,True,False
5216,L05216,2,1,4.0,30,2015,True,2,Furnished,5.77,True,True
5217,L05217,1,4,1.0,2,1997,False,0,Unfurnished,13.04,False,True
5218,L05218,2,2,8.0,9,2019,False,0,Furnished,2.45,True,True
5219,L05219,4,4,12.0,28,2005,True,1,Furnished,4.64,True,False
5220,L05220,2,4,5.0,31,2004,False,0,Unfurnished,2.34,True,True
5221,L05221,4,1,16.0,34,1997,False,0,Unfurnished,2.0,False,False
5222,L05222,3,1,11.0,15,1998,False,0,Furnished,6.06,True,False
5223,L05223,2,1,0.0,25,2010,False,0,Semi-Furnished,13.8,False,True
5224,L05224,3,2,13.0,36,1994,True,2,Furnished,13.64,False,False
5225,L05225,5,2,3.0,8,2008,True,0,Semi-Furnished,9.98,True,True
5226,L05226,2,4,1.0,9,2005,True,2,Furnished,7.53,True,True
5227,L05227,3,4,32.0,37,2007,True,3,Semi-Furnished,8.72,True,True
5228,L05228,5,1,14.0,39,2001,True,4,Unfurnished,9.73,False,True
5229,L05229,4,1,28.0,32,2005,False,0,Furnished,7.54,False,True
5230,L05230,4,2,10.0,17,1994,False,0,Unfurnished,7.98,True,True
5231,L05231,4,2,14.0,35,1992,False,0,Semi-Furnished,12.1,False,True
5232,L05232,4,1,29.0,37,1996,True,1,Unfurnished,12.62,True,False
5233,L05233,4,4,14.0,19,2021,True,3,Unfurnished,7.88,False,True
5234,L05234,1,2,16.0,29,2020,True,4,Semi-Furnished,8.72,False,True
5235,L05235,3,1,6.0,7,2003,False,0,Semi-Furnished,2.69,False,True
5236,L05236,5,1,10.0,28,2013,True,2,Furnished,5.68,True,True
5237,L05237,5,1,1.0,9,2022,False,0,Semi-Furnished,8.19,True,True
5238,L05238,2,2,27.0,28,1994,False,0,Semi-Furnished,6.64,False,True
5239,L05239,3,4,2.0,6,1997,False,0,Semi-Furnished,11.55,True,False
5240,L05240,1,2,14.0,29,1991,False,0,Semi-Furnished,3.33,True,False
5241,L05241,1,4,10.0,17,2023,True,2,Unfurnished,3.51,False,True
5242,L05242,3,2,12.0,16,2019,False,0,Unfurnished,13.9,False,True
5243,L05243,4,1,17.0,23,2012,False,0,Semi-Furnished,1.79,True,False
5244,L05244,4,1,7.0,31,1993,False,0,Unfurnished,3.65,False,False
5245,L05245,3,3,2.0,3,2003,False,0,Furnished,11.13,False,True
5246,L05246,5,1,8.0,21,2011,False,0,Unfurnished,7.93,False,False
5247,L05247,4,4,21.0,26,2019,False,0,Semi-Furnished,1.9100000000000001,False,False
5248,L05248,2,1,10.0,36,1992,False,0,Semi-Furnished,9.72,False,True
5249,L05249,1,3,16.0,37,2000,True,2,Unfurnished,3.39,True,True
5250,L05250,4,1,0.0,22,1999,False,0,Furnished,2.95,True,False
5251,L05251,5,1,10.0,12,1992,True,1,Furnished,4.32,True,False
5252,L05252,4,2,6.0,13,1994,True,0,Semi-Furnished,5.71,True,False
