Listing_ID,City,Property_Type,Price,Sqft,Date_Listed,Agent_ID,Latitude,Longitude
L02521,Los Angeles,Condo,803038.5,1366.21,2023-09-09,A0023,46.32566,-116.143372
L02522,Houston,Townhouse,2081967.41,2475.63,2023-02-19,A0012,38.969417,-78.176918
L02523,Chicago,Condo,262877.59,6581.52,2024-12-31,A0021,48.450413,-104.140829
L02524,Chicago,Townhouse,1161477.63,2620.23,2023-12-21,A0029,31.772577,-110.207776
L02525,Los Angeles,House,466856.28,6652.84,2024-11-19,A0036,25.897551,-117.206979
L02526,Houston,Apartment,2000116.22,1450.77,2023-01-17,A0043,48.575543,-74.473882
L02527,Houston,Townhouse,4230872.31,897.83,2024-01-10,A0037,33.472542,-106.315226
L02528,Phoenix,House,1951877.12,8684.89,2023-08-19,A0027,35.756885,-82.095579
L02529,Chicago,House,4175034.17,7720.25,2024-08-20,A0006,27.090768,-118.462672
L02530,New York,Condo,3316841.73,6827.26,2024-12-06,A0020,39.23271,-68.072892
L02531,Chicago,Townhouse,2596694.29,793.54,2024-10-06,A0048,31.242133,-91.461592
L02532,Chicago,House,1260769.3,2773.86,2024-12-02,A0043,41.35131,-78.963258
L02533,Phoenix,Apartment,4618564.85,8216.99,2023-04-09,A0041,43.241248,-124.604926
L02534,New York,Condo,365583.96,1874.34,2024-02-19,A0022,31.905113,-85.916394
L02535,Phoenix,Condo,3475673.79,8222.11,2023-03-22,A0023,35.595725,-72.744803
L02536,New York,House,3144075.47,6050.22,2024-12-03,A0034,33.280335,-94.651805
L02537,Los Angeles,Townhouse,2261103.46,7533.5,2023-08-11,A0004,48.497403,-76.299168
L02538,New York,Condo,1277572.68,6622.82,2023-11-26,A0032,45.35628,-94.927951
L02539,Phoenix,Townhouse,2210410.09,4461.4,2023-11-28,A0016,35.112363,-68.532361
L02540,Chicago,House,4376586.36,3273.78,2023-04-28,A0004,37.328691,-117.096631
L02541,New York,House,4200153.94,6890.93,2024-06-13,A0028,48.616552,-71.214457
L02542,New York,Townhouse,4712768.12,8165.67,2023-04-25,A0028,31.529782,-90.931862
L02543,Houston,Apartment,1608186.71,924.96,2023-07-24,A0041,46.245677,-73.303508
L02544,Chicago,Condo,1996810.38,4109.13,2024-03-16,A0022,47.597851,-117.722331
L02545,Los Angeles,House,191758.15,3831.93,2024-12-12,A0008,36.039485,-71.998432
L02546,Phoenix,Apartment,4720454.97,5814.97,2024-01-10,A0026,30.942558,-96.441713
L02547,Los Angeles,Apartment,1714011.45,1582.29,2023-11-14,A0039,28.727197,-98.464675
L02548,Chicago,Townhouse,2080402.73,9367.48,2024-01-23,A0030,26.74701,-91.959066
L02549,New York,Townhouse,4548242.6,5710.85,2023-10-29,A0050,29.359895,-74.190565
L02550,New York,Townhouse,2680332.31,9275.65,2024-11-15,A0009,33.080736,-76.603788
L02551,Chicago,Apartment,2874255.25,8260.94,2023-03-20,A0026,43.563703,-117.793512
L02552,New York,Condo,963540.91,2320.57,2024-04-26,A0042,34.320698,-124.311487
L02553,New York,Townhouse,2543434.1,1757.22,2024-10-23,A0011,33.719709,-95.251935
L02554,New York,Condo,4599222.14,8681.88,2023-07-12,A0025,45.267006,-67.566705
L02555,Phoenix,Townhouse,2837718.63,5592.95,2023-09-19,A0034,39.268546,-95.568882
L02556,Phoenix,Apartment,1350070.19,687.56,2024-08-17,A0027,36.043498,-116.597833
L02557,Houston,Condo,252786.23,9375.15,2023-05-07,A0010,40.10885,-99.798138
L02558,Los Angeles,Condo,1747878.69,4993.77,2023-07-02,A0015,38.44635,-103.622408
L02559,Chicago,Apartment,2905695.48,3358.89,2024-04-06,A0050,35.665953,-69.607758
L02560,Chicago,Condo,308805.11,5407.68,2024-11-04,A0005,34.591024,-69.900444
L02561,Chicago,Apartment,3087983.63,8317.72,2024-07-06,A0012,46.239593,-120.82410899999999
L02562,Houston,Apartment,2664727.75,1547.78,2023-06-09,A0008,29.425289,-111.45493
L02563,Phoenix,House,3938833.8,3909.86,2024-03-26,A0006,28.786546,-98.435026
L02564,Houston,Townhouse,241552.04,3529.23,2024-07-16,A0024,44.217944,-91.991281
L02565,Chicago,House,3926151.99,8476.67,2023-04-20,A0001,27.894161,-114.034069
L02566,Los Angeles,Apartment,2652297.52,7895.44,2023-03-21,A0025,48.275344,-91.058812
L02567,New York,Apartment,1915593.73,4300.99,2024-02-27,A0045,31.695486,-113.188666
L02568,Phoenix,Condo,4830376.58,6812.64,2023-08-13,A0047,45.478604,-100.579943
L02569,Phoenix,Apartment,884585.78,4247.23,2024-05-31,A0011,40.531743,-94.639744
L02570,Houston,Apartment,2752493.08,5927.48,2023-08-15,A0023,44.41905,-68.435906
L02571,Phoenix,Apartment,1672809.22,9916.55,2024-02-11,A0036,34.593489,-121.012876
L02572,Chicago,Townhouse,2684683.26,5587.96,2024-04-18,A0040,29.875765,-71.285572
L02573,Chicago,House,2806149.72,9891.46,2023-06-23,A0007,47.754818,-117.096984
L02574,Houston,House,538296.42,7598.39,2024-09-15,A0027,43.883998,-119.378793
L02575,Chicago,Townhouse,3339562.22,1646.86,2024-01-26,A0045,28.601187,-107.930463
L02576,Los Angeles,Townhouse,3208959.33,8061.68,2023-04-15,A0021,35.623652,-92.321539
L02577,Houston,Townhouse,3870389.65,2032.21,2023-03-03,A0005,32.929904,-100.871652
L02578,Los Angeles,House,544226.62,5557.12,2023-01-07,A0033,28.711618,-94.702152
L02579,New York,House,1556566.88,6325.83,2024-06-10,A0016,39.218332,-79.829093
L02580,Los Angeles,Apartment,3285541.94,8976.19,2023-05-05,A0011,42.756133,-76.814541
L02581,New York,House,769981.05,2499.03,2024-06-15,A0032,30.605857,-69.184138
L02582,New York,Condo,3420231.23,8821.45,2024-01-03,A0050,38.196579,-71.281633
L02583,Los Angeles,House,389230.88,9377.69,2023-11-06,A0024,29.82002,-113.901292
L02584,Houston,Townhouse,1741164.61,1350.13,2024-03-09,A0009,40.863875,-83.466051
L02585,Chicago,House,4248884.5,8910.21,2024-08-29,A0036,41.774787,-81.52249
L02586,Chicago,Apartment,3894027.32,2962.21,2024-03-08,A0007,37.059435,-97.238902
L02587,New York,House,3259327.5,1269.51,2023-09-16,A0028,40.951106,-73.646278
L02588,New York,Townhouse,4365246.24,9606.46,2024-09-10,A0023,41.771603,-81.018672
L02589,Houston,Condo,3575420.77,4225.93,2024-03-23,A0039,46.895338,-101.680031
L02590,Phoenix,Townhouse,2644938.02,6418.34,2023-09-04,A0013,45.038673,-100.527242
L02591,Los Angeles,Condo,4900615.75,5752.29,2024-07-11,A0007,44.730776,-103.31043
L02592,New York,Apartment,3504794.79,2525.23,2024-03-11,A0021,25.521511,-95.632519
L02593,Chicago,Apartment,3046699.17,6860.87,2023-02-06,A0039,31.307638,-82.551433
L02594,Houston,House,2103465.75,938.09,2024-09-28,A0013,29.635231,-106.567764
L02595,Los Angeles,Apartment,4521821.24,2429.4,2023-03-01,A0036,48.852188,-111.766285
L02596,Houston,Apartment,1548974.57,9474.31,2024-03-07,A0012,38.534109,-123.026193
L02597,Los Angeles,Townhouse,145176.01,9558.32,2024-02-18,A0008,29.17845,-78.770789
L02598,Los Angeles,Townhouse,1064028.56,5085.22,2023-08-04,A0048,38.690833,-103.989897
L02599,New York,House,636635.71,2106.18,2024-08-31,A0043,41.660859,-81.281877
L02600,Houston,House,1663069.49,4505.39,2023-05-18,A0036,44.75934,-118.524148
L02601,Houston,House,4146805.52,8832.17,2023-11-23,A0047,31.694433,-94.138533
L02602,Chicago,House,3292495.46,1167.6,2023-01-02,A0044,38.386571,-101.88811
L02603,Chicago,Townhouse,928004.89,1714.75,2024-08-06,A0023,32.243604,-97.483099
L02604,New York,House,3965226.43,9008.7,2024-05-10,A0034,35.803821,-71.330003
L02605,New York,House,2570677.34,4446.14,2024-04-12,A0023,34.769722,-121.228662
L02606,Phoenix,Apartment,2612301.66,1292.86,2023-08-14,A0038,30.135285,-100.644705
L02607,Chicago,House,1874349.69,1822.49,2023-08-27,A0029,32.038489,-76.936217
L02608,Los Angeles,Condo,4336620.19,8883.26,2023-06-23,A0050,31.168822,-89.150813
L02609,Houston,Apartment,1659803.79,5155.98,2024-01-08,A0024,44.475357,-67.995345
L02610,New York,Townhouse,561284.83,2048.45,2023-06-18,A0022,28.491657,-81.852099
L02611,Houston,Condo,1583372.07,8993.57,2023-01-04,A0012,48.328606,-119.481312
L02612,Houston,House,3605232.38,8530.15,2024-08-21,A0016,34.643042,-103.076554
L02613,Phoenix,Apartment,3322151.25,718.72,2024-01-27,A0001,30.416249,-105.917129
L02614,Chicago,House,1021284.05,6019.41,2024-06-05,A0030,43.304703,-96.539931
L02615,New York,Apartment,647743.07,2821.2,2024-05-26,A0036,27.209422,-88.954125
L02616,Houston,House,3338242.22,5564.79,2023-04-23,A0042,44.566902,-110.391963
L02617,New York,Condo,3414246.49,3153.05,2023-04-12,A0042,32.459206,-88.539705
L02618,Los Angeles,Townhouse,1894133.22,3500.82,2024-05-31,A0024,29.122854,-109.693985
L02619,Phoenix,Condo,4229726.78,6217.6,2023-03-15,A0039,45.275081,-117.791953
L02620,Los Angeles,Condo,4893205.5,5619.16,2024-08-24,A0038,39.287662,-95.273359
L02621,New York,Townhouse,1107661.59,4254.33,2023-04-23,A0032,37.9238,-96.686445
L02622,New York,Apartment,2927636.71,1521.9,2023-03-21,A0032,32.171173,-101.416187
L02623,Chicago,Apartment,126197.01,9709.53,2024-09-24,A0012,37.014531,-94.157072
L02624,Houston,Townhouse,3593966.54,2158.75,2024-03-18,A0010,43.745303,-96.003797
L02625,Houston,House,2129982.36,6514.61,2024-03-17,A0012,36.4496,-91.08908
L02626,Los Angeles,Apartment,1047019.21,1286.08,2024-02-11,A0013,40.142159,-68.911715
L02627,Phoenix,Condo,3785887.42,7038.97,2023-11-13,A0015,25.932239,-84.024177
L02628,Houston,Townhouse,4072179.11,1400.98,2023-10-11,A0030,39.230567,-74.817958
L02629,Chicago,Condo,644715.86,2680.33,2023-05-26,A0013,30.540938,-96.147233
L02630,Los Angeles,Apartment,300879.23,6646.36,2024-07-23,A0048,42.646156,-84.838028
L02631,Los Angeles,Townhouse,1736984.36,3187.88,2024-11-11,A0043,32.525627,-121.23941
L02632,Chicago,Townhouse,3167353.28,5562.08,2024-12-15,A0001,32.062043,-77.810265
L02633,Phoenix,Apartment,3987755.68,1682.8,2024-05-08,A0018,34.949728,-70.119929
L02634,Chicago,Apartment,2775706.23,2422.81,2024-08-13,A0039,27.824594,-68.513222
L02635,Phoenix,Townhouse,2945669.0,7470.87,2023-12-19,A0012,43.085645,-114.265874
L02636,Chicago,House,4019305.29,833.82,2023-03-14,A0050,40.073845,-69.052319
L02637,Chicago,Townhouse,2691332.53,1562.1,2024-09-11,A0044,31.735275,-93.535721
L02638,New York,House,3094657.0,2542.08,2024-10-18,A0009,43.53884,-75.460925
L02639,Los Angeles,Condo,2629464.97,691.81,2024-04-07,A0049,48.076393,-81.504613
L02640,Chicago,House,4414245.34,1406.1,2023-09-17,A0004,45.569578,-72.433991
L02641,Chicago,House,1254031.43,3173.22,2023-04-11,A0027,34.942022,-89.339978
L02642,Houston,Apartment,1393568.56,1382.72,2023-10-29,A0028,32.066443,-106.06205
L02643,Los Angeles,Townhouse,727011.16,8728.13,2024-06-01,A0024,25.194829,-80.903386
L02644,Houston,Condo,4115387.08,1127.7,2023-12-05,A0004,31.210827,-108.323198
L02645,Los Angeles,Townhouse,2117708.72,8679.35,2024-02-11,A0028,27.780098,-109.549656
L02646,Houston,House,1804680.31,8317.17,2024-08-28,A0020,44.874929,-115.081015
L02647,Chicago,House,4908608.71,1457.24,2023-04-30,A0029,43.658077,-120.515146
L02648,Chicago,House,4641336.5,739.32,2024-01-20,A0033,36.297644,-78.328798
L02649,New York,Townhouse,4862739.64,974.92,2024-05-23,A0030,27.809036,-107.474401
L02650,Houston,House,797265.08,6108.59,2024-12-13,A0003,37.46931,-101.90111
L02651,Phoenix,Townhouse,4467133.88,6868.36,2024-12-01,A0019,37.732617,-80.053982
L02652,New York,Condo,1710677.04,6396.21,2023-07-12,A0021,40.148016,-122.931158
L02653,Houston,Condo,162018.17,5644.03,2024-02-24,A0040,37.617268,-105.820541
L02654,Houston,Townhouse,2017361.85,2159.5,2023-01-25,A0021,27.389185,-71.576967
L02655,New York,Condo,2595062.13,8489.06,2024-06-11,A0020,40.336441,-113.219069
L02656,Chicago,Apartment,630280.08,3611.77,2024-05-31,A0033,48.773124,-120.157365
L02657,Houston,House,2734620.32,9868.69,2023-05-30,A0038,40.203304,-68.698677
L02658,Chicago,House,4115371.56,4156.15,2024-04-01,A0009,33.709916,-85.877885
L02659,New York,House,1950489.66,2998.55,2024-04-06,A0050,39.924109,-77.556071
L02660,Chicago,Apartment,1827959.55,8995.38,2024-08-14,A0031,38.411055,-115.553271
L02661,Los Angeles,House,1760171.06,5890.43,2024-09-30,A0032,27.28019,-124.342988
L02662,Phoenix,Townhouse,4623162.78,7357.58,2023-09-14,A0041,40.219075,-92.468489
L02663,Houston,House,338914.68,4379.79,2023-05-26,A0023,40.670106,-86.722552
L02664,Phoenix,Townhouse,2280873.1,8925.7,2024-08-09,A0023,33.397894,-112.021151
L02665,Chicago,Condo,1396537.33,9218.39,2023-01-11,A0042,32.220125,-123.904496
L02666,Houston,Townhouse,4479654.42,4649.3,2024-08-26,A0016,36.934474,-68.788958
L02667,Chicago,Townhouse,570656.09,2786.88,2023-06-11,A0021,28.477068,-103.775472
L02668,Los Angeles,Townhouse,2116069.56,6652.88,2024-08-14,A0012,27.206612,-83.326444
L02669,New York,House,2093399.14,9568.55,2024-12-14,A0006,43.115225,-97.634328
L02670,Houston,Apartment,4453132.65,6413.24,2023-09-11,A0014,29.389696,-110.099877
L02671,Los Angeles,Apartment,1155917.88,9565.11,2024-09-06,A0022,30.962316,-69.69614
L02672,Los Angeles,Townhouse,3259987.51,3766.18,2023-08-06,A0031,34.147657,-93.06475
L02673,Houston,House,758590.02,9193.25,2023-05-22,A0040,42.254026,-105.263356
L02674,Chicago,Apartment,4774481.0,1569.38,2024-01-28,A0047,38.596461,-82.285272
L02675,Los Angeles,Condo,3005773.3,3908.93,2023-08-29,A0042,35.982003,-88.973114
L02676,Phoenix,Condo,3168657.98,5197.48,2023-03-24,A0028,48.620829,-84.175347
L02677,Los Angeles,House,2225489.67,6704.55,2023-12-20,A0005,36.302179,-76.84539
L02678,Chicago,Condo,1777185.29,3294.32,2024-02-26,A0026,39.090138,-115.575368
L02679,Chicago,Condo,1142114.5,9280.27,2023-05-08,A0027,26.984509,-121.44859
L02680,Phoenix,Condo,3059539.99,9083.21,2023-01-28,A0029,31.523429,-98.159197
L02681,Los Angeles,Apartment,4777352.55,8093.7,2023-08-29,A0016,32.02855,-123.700547
L02682,Chicago,Condo,1862975.68,1586.44,2023-12-10,A0026,30.363336,-112.833048
L02683,Houston,Townhouse,4427468.75,1243.76,2023-04-02,A0008,32.111436,-115.392475
L02684,New York,Townhouse,829003.93,5232.25,2023-04-16,A0011,36.607441,-80.609794
L02685,New York,Condo,4687017.5,7770.77,2023-05-02,A0003,45.550778,-79.567404
L02686,New York,Townhouse,1817382.79,1670.74,2023-03-17,A0002,40.474667,-117.269536
L02687,Los Angeles,Apartment,1960663.34,6593.66,2023-12-05,A0001,44.153468,-106.914334
L02688,Phoenix,House,2367927.06,5514.63,2023-09-19,A0001,36.707918,-83.818478
L02689,Chicago,Townhouse,3619396.92,7396.9,2024-07-18,A0020,38.630548,-113.22848
L02690,Houston,Condo,3626301.83,4636.06,2023-09-13,A0042,26.662301,-104.824351
L02691,Houston,House,2449984.07,7086.32,2023-12-25,A0031,28.394313,-103.698829
L02692,Los Angeles,House,2663449.21,2016.28,2023-10-14,A0050,44.948015,-120.828781
L02693,New York,Condo,247051.39,2538.65,2023-02-06,A0016,48.826856,-113.493172
L02694,Los Angeles,Townhouse,1591053.84,9081.67,2024-11-26,A0048,43.788337,-112.47998
L02695,Phoenix,Apartment,1795483.66,3629.06,2024-09-21,A0003,29.72222,-82.64998
L02696,Phoenix,Townhouse,2837763.62,9862.31,2024-04-21,A0039,25.58845,-108.290044
L02697,Chicago,Townhouse,2835668.86,938.94,2024-11-10,A0006,25.947831,-81.933383
L02698,Chicago,Apartment,3578509.01,5210.82,2024-10-13,A0043,31.440495,-95.036347
L02699,Phoenix,House,3613433.75,3587.38,2024-07-20,A0037,46.142859,-120.316753
L02700,Phoenix,Apartment,1252532.55,9961.67,2024-11-27,A0041,30.11792,-112.315175
L02701,Phoenix,Apartment,3873917.04,9905.33,2024-01-02,A0036,40.424683,-122.395791
L02702,Los Angeles,Condo,196057.48,2734.81,2024-11-15,A0012,28.319653,-68.993952
L02703,Phoenix,Condo,3609193.23,3038.94,2023-01-25,A0010,41.956953,-77.094509
L02704,Houston,Townhouse,600099.41,7621.89,2024-11-12,A0035,28.529825,-109.428382
L02705,New York,Condo,3675276.22,8951.91,2023-05-26,A0039,34.226868,-104.579767
L02706,Phoenix,Apartment,2682878.64,6805.12,2024-10-31,A0002,29.945504,-83.845665
L02707,New York,Apartment,2242547.05,8714.74,2024-10-08,A0031,31.639823,-98.528623
L02708,Los Angeles,Condo,3484265.31,1101.28,2024-08-13,A0040,42.037225,-90.195703
L02709,New York,Condo,278217.09,6585.02,2023-10-13,A0045,38.479593,-123.468776
L02710,Los Angeles,Condo,1195004.6,7151.62,2024-01-24,A0015,27.419244,-71.368213
L02711,Houston,Apartment,3120556.7,2308.03,2023-07-16,A0033,45.0272,-110.006247
L02712,Los Angeles,House,4251355.49,7890.72,2024-02-21,A0002,39.484607,-86.919831
L02713,Los Angeles,House,1967427.42,9470.52,2023-01-06,A0027,31.776195,-69.901406
L02714,Chicago,Condo,1367931.22,9030.68,2023-10-31,A0050,34.576973,-86.685317
L02715,Phoenix,Townhouse,2641808.54,2827.19,2024-01-23,A0024,46.168273,-81.2645
L02716,Phoenix,Townhouse,3149344.74,3577.93,2024-10-14,A0027,32.814652,-68.96552
L02717,Houston,House,2158504.85,5246.31,2024-09-09,A0031,31.706894,-85.903009
L02718,Houston,Condo,4395882.35,2004.43,2024-06-15,A0007,30.053559,-95.64224
L02719,Phoenix,Apartment,2664849.67,9562.56,2024-11-02,A0026,43.911108,-94.194144
L02720,Chicago,Townhouse,275535.58,2035.17,2023-08-12,A0022,31.126882,-122.582271
L02721,Phoenix,Townhouse,1192964.38,7733.52,2024-09-17,A0002,36.38059,-120.196036
L02722,Chicago,Apartment,2308170.45,3743.57,2024-04-29,A0016,25.239977,-92.506626
L02723,Houston,Apartment,3518855.04,5950.35,2024-09-11,A0025,48.018384,-93.875465
L02724,New York,Condo,1176785.99,948.15,2023-09-07,A0016,44.9968,-95.555109
L02725,Houston,Apartment,4883661.45,2447.61,2024-04-17,A0023,40.666069,-116.90594
L02726,Houston,Apartment,1660935.47,4721.72,2024-11-23,A0036,32.367003,-71.132437
L02727,Los Angeles,Apartment,2709153.01,6933.32,2023-03-06,A0049,29.502175,-72.350911
L02728,Los Angeles,House,192935.29,7886.84,2024-10-04,A0014,35.512837,-107.711012
L02729,Los Angeles,Apartment,4435964.54,786.33,2024-02-09,A0040,30.367598,-101.714922
L02730,Los Angeles,Townhouse,3965289.8,1948.66,2023-10-26,A0009,47.487985,-102.667995
L02731,Chicago,Condo,1057744.22,7433.02,2024-05-14,A0040,42.604669,-111.993824
L02732,Phoenix,Condo,4672859.79,8224.03,2024-01-02,A0031,41.549153,-105.823231
L02733,New York,Condo,1647614.84,2747.43,2024-05-02,A0050,41.289528,-67.353166
L02734,Houston,House,3491712.81,2681.7,2024-08-20,A0007,43.364152,-91.923004
L02735,Chicago,Townhouse,4112983.96,1336.28,2023-05-31,A0045,26.048176,-72.870317
L02736,New York,Apartment,3730480.86,1927.79,2024-04-26,A0001,31.199511,-82.529008
L02737,Chicago,Townhouse,4596155.64,576.15,2023-01-23,A0021,38.814804,-74.074097
L02738,Chicago,Condo,4334946.33,6103.4,2023-03-04,A0029,30.241645,-103.787284
L02739,Houston,Apartment,4973596.42,9086.97,2024-09-02,A0008,39.39743,-87.762954
L02740,Phoenix,Condo,994795.92,1920.97,2024-08-17,A0009,48.005935,-103.434953
L02741,Los Angeles,Condo,1593332.83,7638.71,2024-06-10,A0019,32.972709,-77.589091
L02742,Phoenix,Condo,3217506.75,5949.76,2023-04-27,A0047,43.17705,-80.570603
L02743,Houston,Townhouse,3691931.21,9429.26,2024-04-07,A0035,35.403646,-79.712592
L02744,Houston,Townhouse,2719564.77,8082.16,2023-09-01,A0027,42.202857,-113.622687
L02745,Houston,Condo,462248.99,8600.93,2024-03-26,A0021,26.520754,-75.230944
L02746,New York,Condo,4223816.61,6571.85,2024-05-19,A0023,33.751588,-67.120607
L02747,Phoenix,Apartment,4808284.34,8207.69,2023-12-03,A0043,42.41539,-76.842152
L02748,Phoenix,Condo,2087032.53,3833.26,2024-08-28,A0014,45.303631,-96.985832
L02749,Chicago,Condo,1201581.16,2485.67,2024-07-26,A0012,35.001813,-107.284825
L02750,Chicago,Condo,194637.4,9168.94,2024-10-29,A0005,38.227661,-117.465365
L02751,Chicago,Condo,1262765.28,7476.19,2023-10-17,A0034,48.183462,-101.141745
L02752,Houston,Townhouse,3529602.0,1361.68,2024-10-17,A0007,35.919046,-109.346046
L02753,Phoenix,Condo,4566788.0,8735.64,2024-03-02,A0005,30.658552,-99.939893
L02754,Houston,House,558214.03,3814.59,2023-08-21,A0035,25.495514,-121.928213
L02755,New York,Condo,2810970.02,3333.64,2024-10-12,A0025,47.125028,-107.976262
L02756,Chicago,Townhouse,3508103.12,6421.48,2024-10-25,A0030,26.304344,-69.252301
L02757,Houston,House,1454266.02,5901.69,2024-04-15,A0042,30.727493,-118.073097
L02758,Houston,House,2892495.49,5613.44,2024-02-13,A0011,45.55785,-120.719843
L02759,New York,Condo,3604717.29,2921.33,2023-08-17,A0008,47.54375,-85.019398
L02760,Los Angeles,Condo,4204824.29,9617.85,2024-08-11,A0038,40.972667,-76.962625
L02761,Phoenix,Townhouse,2317249.27,9526.15,2023-10-17,A0028,31.208732,-119.388007
L02762,Los Angeles,House,3764500.37,539.54,2024-01-09,A0012,31.436215,-69.494258
L02763,Chicago,House,1578736.56,3709.36,2023-07-19,A0045,37.130286,-122.866523
L02764,Houston,Townhouse,1143929.06,932.71,2023-05-13,A0034,47.419063,-74.200163
L02765,New York,Condo,1017837.36,8577.36,2024-08-09,A0031,47.723556,-76.808518
L02766,New York,Apartment,1858476.39,8921.92,2023-11-18,A0021,35.334199,-86.232927
L02767,Phoenix,Apartment,275810.44,5423.83,2024-11-24,A0016,32.707685,-88.245528
L02768,Los Angeles,House,1486660.0,8476.94,2024-08-10,A0024,34.288902,-79.553088
L02769,Phoenix,House,3295891.84,7181.92,2023-12-02,A0022,30.606252,-120.478683
L02770,Houston,Condo,3274803.33,5245.95,2023-06-28,A0013,29.129384,-103.128596
L02771,Phoenix,Apartment,460413.65,3956.21,2024-10-25,A0009,41.413373,-119.658398
L02772,New York,House,1508336.52,3029.14,2024-03-09,A0045,31.236273,-116.047957
L02773,New York,Condo,2890832.56,2964.58,2024-03-13,A0047,44.922987,-76.928071
L02774,Chicago,Apartment,1660905.47,5839.61,2024-04-24,A0008,30.935166,-84.292697
L02775,Chicago,Townhouse,2148141.32,2084.68,2024-04-12,A0023,38.203473,-103.715255
L02776,Houston,House,3592772.71,2160.52,2024-05-11,A0049,42.044273,-101.443703
L02777,Los Angeles,Townhouse,145407.46,598.74,2024-02-23,A0010,40.663957,-85.69477
L02778,Phoenix,Apartment,1454328.37,6326.62,2024-06-25,A0041,27.720819,-87.949943
L02779,Houston,Condo,797623.99,9946.27,2023-06-24,A0017,31.596588,-96.730612
L02780,Chicago,Condo,725285.0,8947.58,2023-10-25,A0029,25.396835,-81.556013
L02781,Phoenix,Apartment,4799297.06,7204.05,2023-10-05,A0049,39.167791,-112.828691
L02782,Chicago,Townhouse,1945145.62,7962.49,2023-01-31,A0002,39.788326,-107.494627
L02783,Phoenix,Condo,2682734.07,4460.1,2023-02-20,A0011,36.416486,-121.240409
L02784,Los Angeles,House,3695727.25,3331.76,2024-11-07,A0008,40.218048,-91.72784
L02785,Houston,Townhouse,332492.63,4001.97,2024-08-23,A0021,45.430825,-80.953597
L02786,Phoenix,Townhouse,1281010.93,1273.51,2024-09-27,A0049,31.107742,-94.528249
L02787,New York,House,4177524.16,6521.05,2023-06-08,A0033,37.918042,-103.698017
L02788,New York,Apartment,4323754.0,2161.22,2023-04-10,A0050,28.244886,-113.422108
L02789,Phoenix,Condo,1927459.51,7747.34,2023-05-22,A0007,30.633712,-92.518958
L02790,Phoenix,Townhouse,1936821.84,2304.78,2023-04-27,A0041,32.316486,-117.026719
L02791,Phoenix,Condo,3808794.7,2667.18,2024-04-12,A0025,42.085305,-93.537254
L02792,New York,Condo,1545844.11,9594.4,2023-02-08,A0009,28.527465,-114.246724
L02793,New York,Townhouse,673761.0,1501.26,2023-12-14,A0042,41.711502,-119.455905
L02794,Phoenix,Apartment,1361923.71,5239.0,2023-06-15,A0048,27.247576,-69.030473
L02795,Chicago,Townhouse,1997989.19,1095.52,2023-04-17,A0043,41.312443,-121.554228
L02796,Chicago,Apartment,355803.08,1358.71,2024-07-04,A0038,43.790975,-73.827161
L02797,Los Angeles,House,2445533.25,6518.25,2024-08-17,A0027,46.64733,-69.444126
L02798,Houston,Apartment,3726036.81,6491.91,2024-05-18,A0044,44.920185,-84.757243
L02799,Chicago,Apartment,2617351.21,2334.64,2023-11-19,A0010,40.347636,-68.997167
L02800,New York,Townhouse,452287.17,8788.62,2024-05-16,A0048,43.903511,-81.033806
L02801,Chicago,Condo,2256733.19,7170.78,2023-06-04,A0026,42.251921,-114.571339
L02802,Los Angeles,Condo,3573632.58,3355.8,2023-05-02,A0027,36.359029,-92.641063
L02803,Los Angeles,Apartment,384673.6,2859.67,2023-01-23,A0022,43.885041,-83.325775
L02804,Houston,Apartment,393251.23,7665.71,2023-02-04,A0046,25.128092,-90.600422
L02805,Chicago,Townhouse,1915946.88,7469.43,2023-08-18,A0049,44.302975,-100.582116
L02806,New York,Apartment,1055323.42,1913.9,2024-05-05,A0020,47.178101,-105.845236
L02807,New York,Townhouse,4680425.88,3817.28,2023-05-21,A0026,46.928257,-72.207939
L02808,Phoenix,House,2948583.66,2558.43,2024-01-17,A0037,48.965439,-75.837608
L02809,New York,Apartment,1507894.46,3294.37,2023-10-09,A0036,31.691355,-75.389882
L02810,Houston,House,3553405.97,3231.86,2023-07-25,A0029,28.283387,-102.774873
L02811,Houston,Apartment,1937152.35,9772.23,2023-06-12,A0013,36.821188,-100.004775
L02812,New York,Apartment,747366.66,7627.01,2024-02-29,A0007,33.220239,-68.436751
L02813,New York,House,1262437.93,7910.49,2023-05-14,A0011,35.974513,-74.535336
L02814,Phoenix,House,3249461.69,3135.52,2024-08-06,A0043,33.708615,-86.334859
L02815,New York,Townhouse,354192.92,505.01,2024-07-17,A0044,45.521196,-107.065209
L02816,Phoenix,Townhouse,1436176.3,1052.49,2024-05-02,A0003,38.02409,-103.880335
L02817,Phoenix,House,1120726.24,5753.5,2024-07-18,A0044,44.029638,-83.985302
L02818,New York,Apartment,1085562.04,3212.07,2024-05-09,A0035,32.154313,-122.507871
L02819,Los Angeles,Townhouse,3445535.82,2333.07,2024-04-07,A0001,34.472672,-71.577105
L02820,Los Angeles,Apartment,4146502.89,971.59,2024-11-17,A0042,31.873131,-106.719359
L02821,Phoenix,Condo,3607746.38,8820.88,2023-03-21,A0001,48.315011,-106.621464
L02822,New York,Townhouse,3264066.3,6201.21,2023-04-03,A0033,35.690066,-124.93216
L02823,Los Angeles,Townhouse,4590613.68,1520.05,2023-03-05,A0026,34.833637,-86.698309
